fixture,round,team_home,uniqueid_home,team_away,uniqueid_away,team_home_gs,team_home_gc,team_away_gs,team_away_gc,team_home_win,team_home_draw,team_home_loss,team_away_win,team_away_draw,team_away_loss
73,8,5,3,8,6,1,0,0,1,1,0,0,0,0,1
71,8,1,1,3,2,1,0,0,1,1,0,0,0,0,1
76,8,13,23,12,11,1,0,0,1,1,0,0,0,0,1
79,8,18,18,15,29,0,0,0,0,0,1,0,0,1,0
75,8,11,10,20,26,0,2,2,0,0,0,1,1,0,0
77,8,14,28,2,27,1,5,5,1,0,0,1,1,0,0
74,8,10,9,9,8,2,1,1,2,1,0,0,0,0,1
78,8,16,13,6,4,1,4,4,1,0,0,1,1,0,0
81,9,2,27,4,21,2,1,1,2,1,0,0,0,0,1
85,9,8,6,19,20,2,0,0,2,1,0,0,0,0,1
86,9,9,8,5,3,2,1,1,2,1,0,0,0,0,1
82,9,3,2,14,28,0,0,0,0,0,1,0,0,1,0
87,9,12,11,10,9,1,1,1,1,0,1,0,0,1,0
89,9,17,17,18,18,1,1,1,1,0,1,0,0,1,0
90,9,20,26,16,13,1,1,1,1,0,1,0,0,1,0
83,9,6,4,13,23,1,0,0,1,1,0,0,0,0,1
88,9,15,29,1,1,1,0,0,1,1,0,0,0,0,1
84,9,7,5,11,10,0,2,2,0,0,0,1,1,0,0
92,10,4,21,8,6,3,2,2,3,1,0,0,0,0,1
100,10,19,20,15,29,1,1,1,1,0,1,0,0,1,0
93,10,5,3,6,4,2,4,4,2,0,0,1,1,0,0
99,10,18,18,3,2,0,0,0,0,0,1,0,0,1,0
97,10,14,28,12,11,1,3,3,1,0,0,1,1,0,0
96,10,13,23,20,26,1,1,1,1,0,1,0,0,1,0
94,10,10,9,17,17,2,1,1,2,1,0,0,0,0,1
95,10,11,10,2,27,3,0,0,3,1,0,0,0,0,1
91,10,1,1,7,5,2,2,2,2,0,1,0,0,1,0
98,10,16,13,9,8,0,9,9,0,0,0,1,1,0,0
104,11,4,21,14,28,2,0,0,2,1,0,0,0,0,1
110,11,19,20,13,23,2,3,3,2,0,0,1,1,0,0
108,11,15,29,5,3,3,0,0,3,1,0,0,0,0,1
103,11,3,2,12,11,1,0,0,1,1,0,0,0,0,1
109,11,18,18,6,4,1,2,2,1,0,0,1,1,0,0
101,11,1,1,20,26,1,1,1,1,0,1,0,0,1,0
102,11,2,27,10,9,1,2,2,1,0,0,1,1,0,0
106,11,8,6,17,17,1,1,1,1,0,1,0,0,1,0
107,11,11,10,16,13,2,1,1,2,1,0,0,0,0,1
105,11,7,5,9,8,0,2,2,0,0,0,1,1,0,0
115,12,12,11,4,21,3,1,1,3,1,0,0,0,0,1
111,12,5,3,19,20,3,0,0,3,1,0,0,0,0,1
116,12,13,23,3,2,2,1,1,2,1,0,0,0,0,1
117,12,14,28,18,18,0,2,2,0,0,0,1,1,0,0
120,12,20,26,2,27,2,1,1,2,1,0,0,0,0,1
114,12,10,9,11,10,3,1,1,3,1,0,0,0,0,1
112,12,6,4,7,5,2,0,0,2,1,0,0,0,0,1
118,12,16,13,8,6,1,2,2,1,0,0,1,1,0,0
113,12,9,8,1,1,2,0,0,2,1,0,0,0,0,1
119,12,17,17,15,29,1,1,1,1,0,1,0,0,1,0
124,13,4,21,9,8,0,2,2,0,0,0,1,1,0,0
130,13,19,20,17,17,2,3,3,2,0,0,1,1,0,0
129,13,18,18,5,3,0,3,3,0,0,0,1,1,0,0
123,13,3,2,20,26,1,2,2,1,0,0,1,1,0,0
128,13,15,29,12,11,3,3,3,3,0,1,0,0,1,0
126,13,8,6,14,28,0,2,2,0,0,0,1,1,0,0
125,13,7,5,10,9,1,2,2,1,0,0,1,1,0,0
127,13,11,10,6,4,2,1,1,2,1,0,0,0,0,1
122,13,2,27,13,23,2,0,0,2,1,0,0,0,0,1
121,13,1,1,16,13,2,2,2,2,0,1,0,0,1,0
134,14,10,9,4,21,2,1,1,2,1,0,0,0,0,1
132,14,6,4,19,20,0,1,1,0,0,0,1,1,0,0
131,14,5,3,7,5,0,2,2,0,0,0,1,1,0,0
139,14,17,17,3,2,3,2,2,3,1,0,0,0,0,1
135,14,12,11,2,27,2,2,2,2,0,1,0,0,1,0
138,14,16,13,18,18,2,1,1,2,1,0,0,0,0,1
140,14,20,26,15,29,1,1,1,1,0,1,0,0,1,0
137,14,14,28,1,1,2,2,2,2,0,1,0,0,1,0
133,14,9,8,8,6,2,1,1,2,1,0,0,0,0,1
136,14,13,23,11,10,2,2,2,2,0,1,0,0,1,0
141,15,1,1,4,21,1,2,2,1,0,0,1,1,0,0
146,15,20,26,19,20,2,0,0,2,1,0,0,0,0,1
142,15,5,3,11,10,1,4,4,1,0,0,1,1,0,0
148,15,7,5,3,2,1,0,0,1,1,0,0,0,0,1
144,15,12,11,17,17,2,1,1,2,1,0,0,0,0,1
143,15,9,8,18,18,2,0,0,2,1,0,0,0,0,1
150,15,16,13,14,28,2,1,1,2,1,0,0,0,0,1
149,15,10,9,8,6,5,2,2,5,1,0,0,0,0,1
147,15,6,4,2,27,2,1,1,2,1,0,0,0,0,1
145,15,15,29,13,23,0,2,2,0,0,0,1,1,0,0
158,16,17,17,5,3,5,0,0,5,1,0,0,0,0,1
159,16,18,18,7,5,0,0,0,0,0,1,0,0,1,0
157,16,14,28,15,29,1,2,2,1,0,0,1,1,0,0
154,16,8,6,6,4,3,1,1,3,1,0,0,0,0,1
156,16,13,23,16,13,2,1,1,2,1,0,0,0,0,1
152,16,3,2,10,9,0,3,3,0,0,0,1,1,0,0
160,16,19,20,1,1,1,3,3,1,0,0,1,1,0,0
153,16,4,21,20,26,2,2,2,2,0,1,0,0,1,0
151,16,2,27,9,8,1,4,4,1,0,0,1,1,0,0
155,16,11,10,12,11,1,2,2,1,0,0,1,1,0,0
170,17,20,26,17,17,1,2,2,1,0,0,1,1,0,0
167,17,12,11,8,6,1,1,1,1,0,1,0,0,1,0
161,17,1,1,11,10,0,3,3,0,0,0,1,1,0,0
169,17,16,13,19,20,0,1,1,0,0,0,1,1,0,0
165,17,9,8,14,28,1,1,1,1,0,1,0,0,1,0
163,17,6,4,3,2,0,1,1,0,0,0,1,1,0,0
162,17,5,3,13,23,1,0,0,1,1,0,0,0,0,1
168,17,15,29,2,27,2,0,0,2,1,0,0,0,0,1
164,17,7,5,4,21,1,1,1,1,0,1,0,0,1,0
166,17,10,9,18,18,2,0,0,2,1,0,0,0,0,1
175,18,11,10,9,8,3,1,1,3,1,0,0,0,0,1
178,18,17,17,6,4,0,2,2,0,0,0,1,1,0,0
174,18,8,6,1,1,0,0,0,0,0,1,0,0,1,0
173,18,4,21,15,29,0,1,1,0,0,0,1,1,0,0
177,18,14,28,20,26,1,2,2,1,0,0,1,1,0,0
176,18,13,23,7,5,1,0,0,1,1,0,0,0,0,1
172,18,3,2,5,3,0,1,1,0,0,0,1,1,0,0
179,18,18,18,12,11,2,0,0,2,1,0,0,0,0,1
171,18,2,27,16,13,1,3,3,1,0,0,1,1,0,0
190,19,20,26,11,10,3,2,2,3,1,0,0,0,0,1
186,19,9,8,10,9,0,4,4,0,0,0,1,1,0,0
189,19,17,17,4,21,2,1,1,2,1,0,0,0,0,1
185,19,8,6,5,3,1,0,0,1,1,0,0,0,0,1
188,19,15,29,18,18,1,1,1,1,0,1,0,0,1,0
184,19,7,5,19,20,2,1,1,2,1,0,0,0,0,1
182,19,3,2,1,1,1,1,1,1,0,1,0,0,1,0
187,19,12,11,13,23,4,1,1,4,1,0,0,0,0,1
183,19,6,4,16,13,0,2,2,0,0,0,1,1,0,0
181,19,2,27,14,28,1,0,0,1,1,0,0,0,0,1
195,20,11,10,15,29,2,0,0,2,1,0,0,0,0,1
194,20,10,9,20,26,1,0,0,1,1,0,0,0,0,1
197,20,14,28,17,17,2,2,2,2,0,1,0,0,1,0
196,20,13,23,8,6,1,2,2,1,0,0,1,1,0,0
198,20,16,13,7,5,1,1,1,1,0,1,0,0,1,0
193,20,5,3,12,11,0,2,2,0,0,0,1,1,0,0
200,20,19,20,9,8,1,2,2,1,0,0,1,1,0,0
192,20,4,21,3,2,2,0,0,2,1,0,0,0,0,1
199,20,18,18,2,27,3,0,0,3,1,0,0,0,0,1
191,20,1,1,6,4,1,2,2,1,0,0,1,1,0,0
205,21,11,10,8,6,2,1,1,2,1,0,0,0,0,1
204,21,10,9,15,29,2,0,0,2,1,0,0,0,0,1
208,21,16,13,17,17,1,0,0,1,1,0,0,0,0,1
209,21,18,18,20,26,2,1,1,2,1,0,0,0,0,1
207,21,14,28,7,5,1,1,1,1,0,1,0,0,1,0
203,21,5,3,2,27,1,2,2,1,0,0,1,1,0,0
206,21,13,23,9,8,0,3,3,0,0,0,1,1,0,0
210,21,19,20,3,2,4,0,0,4,1,0,0,0,0,1
202,21,4,21,6,4,1,1,1,1,0,1,0,0,1,0
201,21,1,1,12,11,2,0,0,2,1,0,0,0,0,1
211,22,2,27,11,10,1,6,6,1,0,0,1,1,0,0
219,22,17,17,10,9,0,1,1,0,0,0,1,1,0,0
218,22,15,29,19,20,1,0,0,1,1,0,0,0,0,1
220,22,20,26,13,23,1,1,1,1,0,1,0,0,1,0
214,22,7,5,1,1,1,1,1,1,0,1,0,0,1,0
213,22,6,4,5,3,3,0,0,3,1,0,0,0,0,1
215,22,8,6,4,21,1,0,0,1,1,0,0,0,0,1
216,22,9,8,16,13,1,2,2,1,0,0,1,1,0,0
212,22,3,2,18,18,0,3,3,0,0,0,1,1,0,0
217,22,12,11,14,28,4,0,0,4,1,0,0,0,0,1
226,23,13,23,6,4,1,0,0,1,1,0,0,0,0,1
225,23,11,10,7,5,2,2,2,2,0,1,0,0,1,0
229,23,18,18,17,17,0,0,0,0,0,1,0,0,1,0
222,23,4,21,2,27,1,1,1,1,0,1,0,0,1,0
228,23,16,13,20,26,2,3,3,2,0,0,1,1,0,0
224,23,10,9,12,11,2,0,0,2,1,0,0,0,0,1
230,23,19,20,8,6,1,1,1,1,0,1,0,0,1,0
227,23,14,28,3,2,1,0,0,1,1,0,0,0,0,1
221,23,1,1,15,29,1,1,1,1,0,1,0,0,1,0
223,23,5,3,9,8,2,1,1,2,1,0,0,0,0,1
232,24,3,2,4,21,3,1,1,3,1,0,0,0,0,1
234,24,9,8,19,20,4,1,1,4,1,0,0,0,0,1
180,24,19,20,10,9,0,2,2,0,0,0,1,1,0,0
235,24,12,11,5,3,0,2,2,0,0,0,1,1,0,0
231,24,2,27,18,18,2,1,1,2,1,0,0,0,0,1
237,24,20,26,10,9,1,2,2,1,0,0,1,1,0,0
240,24,17,17,14,28,2,1,1,2,1,0,0,0,0,1
238,24,6,4,1,1,2,2,2,2,0,1,0,0,1,0
233,24,8,6,13,23,2,2,2,2,0,1,0,0,1,0
239,24,7,5,16,13,0,2,2,0,0,0,1,1,0,0
236,24,15,29,11,10,0,1,1,0,0,0,1,1,0,0
250,25,19,20,4,21,3,3,3,3,0,1,0,0,1,0
242,25,5,3,1,1,0,0,0,0,0,1,0,0,1,0
241,25,3,2,2,27,2,1,1,2,1,0,0,0,0,1
246,25,12,11,20,26,0,0,0,0,0,1,0,0,1,0
249,25,18,18,8,6,2,3,3,2,0,0,1,1,0,0
247,25,13,23,14,28,0,0,0,0,0,1,0,0,1,0
245,25,10,9,16,13,4,0,0,4,1,0,0,0,0,1
244,25,9,8,6,4,2,2,2,2,0,1,0,0,1,0
248,25,17,17,11,10,2,0,0,2,1,0,0,0,0,1
243,25,7,5,15,29,0,1,1,0,0,0,1,1,0,0
251,26,1,1,13,23,4,0,0,4,1,0,0,0,0,1
255,26,8,6,7,5,3,1,1,3,1,0,0,0,0,1
260,26,20,26,9,8,0,0,0,0,0,1,0,0,1,0
253,26,4,21,18,18,1,1,1,1,0,1,0,0,1,0
259,26,16,13,5,3,1,2,2,1,0,0,1,1,0,0
256,26,11,10,19,20,2,0,0,2,1,0,0,0,0,1
252,26,2,27,17,17,2,3,3,2,0,0,1,1,0,0
254,26,6,4,12,11,0,2,2,0,0,0,1,1,0,0
258,26,15,29,3,2,2,1,1,2,1,0,0,0,0,1
257,26,14,28,10,9,0,1,1,0,0,0,1,1,0,0
268,27,15,29,4,21,1,1,1,1,0,1,0,0,1,0
266,27,10,9,19,20,3,2,2,3,1,0,0,0,0,1
262,27,5,3,3,2,3,0,0,3,1,0,0,0,0,1
267,27,12,11,18,18,3,0,0,3,1,0,0,0,0,1
270,27,20,26,14,28,3,0,0,3,1,0,0,0,0,1
263,27,6,4,17,17,2,1,1,2,1,0,0,0,0,1
261,27,1,1,8,6,3,2,2,3,1,0,0,0,0,1
269,27,16,13,2,27,2,0,0,2,1,0,0,0,0,1
264,27,7,5,13,23,1,0,0,1,1,0,0,0,0,1
265,27,9,8,11,10,0,1,1,0,0,0,1,1,0,0
272,28,3,2,6,4,2,2,2,2,0,1,0,0,1,0
276,28,13,23,5,3,0,0,0,0,0,1,0,0,1,0
278,28,17,17,20,26,2,3,3,2,0,0,1,1,0,0
279,28,18,18,10,9,3,0,0,3,1,0,0,0,0,1
277,28,14,28,9,8,1,0,0,1,1,0,0,0,0,1
280,28,19,20,16,13,3,1,1,3,1,0,0,0,0,1
273,28,4,21,7,5,0,1,1,0,0,0,1,1,0,0
274,28,8,6,12,11,1,1,1,1,0,1,0,0,1,0
283,29,6,4,8,6,4,0,0,4,1,0,0,0,0,1
282,29,5,3,17,17,1,1,1,1,0,1,0,0,1,0
287,29,12,11,11,10,2,0,0,2,1,0,0,0,0,1
281,29,1,1,19,20,1,0,0,1,1,0,0,0,0,1
290,29,20,26,4,21,0,0,0,0,0,1,0,0,1,0
286,29,10,9,3,2,2,1,1,2,1,0,0,0,0,1
285,29,9,8,2,27,4,0,0,4,1,0,0,0,0,1
288,29,15,29,14,28,1,0,0,1,1,0,0,0,0,1
289,29,16,13,13,23,0,1,1,0,0,0,1,1,0,0
284,29,7,5,18,18,1,0,0,1,1,0,0,0,0,1
293,30,4,21,1,1,2,1,1,2,1,0,0,0,0,1
300,30,19,20,20,26,0,2,2,0,0,0,1,1,0,0
295,30,11,10,5,3,5,0,0,5,1,0,0,0,0,1
292,30,3,2,7,5,0,2,2,0,0,0,1,1,0,0
298,30,17,17,12,11,1,1,1,1,0,1,0,0,1,0
299,30,18,18,9,8,1,1,1,1,0,1,0,0,1,0
297,30,14,28,16,13,0,3,3,0,0,0,1,1,0,0
294,30,8,6,10,9,0,0,0,0,0,1,0,0,1,0
291,30,2,27,6,4,1,2,2,1,0,0,1,1,0,0
271,30,2,27,15,29,0,0,0,0,0,1,0,0,1,0
275,30,11,10,1,1,3,0,0,3,1,0,0,0,0,1
296,30,13,23,15,29,3,0,0,3,1,0,0,0,0,1
303,31,9,8,4,21,0,0,0,0,0,1,0,0,1,0
309,31,17,17,19,20,2,0,0,2,1,0,0,0,0,1
301,31,5,3,18,18,1,0,0,1,1,0,0,0,0,1
310,31,20,26,3,2,1,0,0,1,1,0,0,0,0,1
305,31,12,11,15,29,3,0,0,3,1,0,0,0,0,1
307,31,14,28,8,6,0,1,1,0,0,0,1,1,0,0
304,31,10,9,7,5,4,0,0,4,1,0,0,0,0,1
302,31,6,4,11,10,2,1,1,2,1,0,0,0,0,1
306,31,13,23,2,27,1,1,1,1,0,1,0,0,1,0
308,31,16,13,1,1,0,2,2,0,0,0,1,1,0,0
314,32,4,21,12,11,0,3,3,0,0,0,1,1,0,0
320,32,19,20,6,4,3,2,2,3,1,0,0,0,0,1
315,32,7,5,5,3,0,1,1,0,0,0,1,1,0,0
313,32,3,2,13,23,1,4,4,1,0,0,1,1,0,0
319,32,18,18,16,13,1,3,3,1,0,0,1,1,0,0
312,32,2,27,20,26,0,1,1,0,0,0,1,1,0,0
311,32,1,1,14,28,4,0,0,4,1,0,0,0,0,1
317,32,11,10,10,9,4,0,0,4,1,0,0,0,0,1
316,32,8,6,9,8,2,1,1,2,1,0,0,0,0,1
318,32,15,29,17,17,3,1,1,3,1,0,0,0,0,1
327,33,14,28,4,21,0,1,1,0,0,0,1,1,0,0
326,33,13,23,19,20,2,2,2,2,0,1,0,0,1,0
321,33,5,3,15,29,1,1,1,1,0,1,0,0,1,0
325,33,12,11,3,2,5,2,2,5,1,0,0,0,0,1
322,33,6,4,18,18,3,0,0,3,1,0,0,0,0,1
330,33,20,26,1,1,0,2,2,0,0,0,1,1,0,0
324,33,10,9,2,27,2,0,0,2,1,0,0,0,0,1
329,33,17,17,8,6,1,0,0,1,1,0,0,0,0,1
328,33,16,13,11,10,1,0,0,1,1,0,0,0,0,1
323,33,9,8,7,5,3,0,0,3,1,0,0,0,0,1
334,34,4,21,10,9,1,3,3,1,0,0,1,1,0,0
340,34,19,20,5,3,0,1,1,0,0,0,1,1,0,0
333,34,3,2,17,17,0,0,0,0,0,1,0,0,1,0
332,34,2,27,12,11,0,3,3,0,0,0,1,1,0,0
339,34,18,18,14,28,2,1,1,2,1,0,0,0,0,1
338,34,15,29,20,26,1,0,0,1,1,0,0,0,0,1
335,34,7,5,6,4,2,3,3,2,0,0,1,1,0,0
336,34,8,6,16,13,1,1,1,1,0,1,0,0,1,0
331,34,1,1,9,8,1,1,1,1,0,1,0,0,1,0
337,34,11,10,13,23,5,0,0,5,1,0,0,0,0,1
343,35,4,21,11,10,0,5,5,0,0,0,1,1,0,0
346,35,14,28,19,20,0,4,4,0,0,0,1,1,0,0
344,35,10,9,5,3,1,1,1,1,0,1,0,0,1,0
342,35,3,2,9,8,4,1,1,4,1,0,0,0,0,1
345,35,12,11,16,13,2,2,2,2,0,1,0,0,1,0
349,35,18,18,13,23,2,1,1,2,1,0,0,0,0,1
350,35,20,26,8,6,3,0,0,3,1,0,0,0,0,1
347,35,15,29,6,4,3,0,0,3,1,0,0,0,0,1
341,35,2,27,7,5,2,0,0,2,1,0,0,0,0,1
348,35,17,17,1,1,2,1,1,2,1,0,0,0,0,1
359,36,16,13,4,21,1,1,1,1,0,1,0,0,1,0
360,36,19,20,18,18,3,1,1,3,1,0,0,0,0,1
352,36,5,3,20,26,1,1,1,1,0,1,0,0,1,0
357,36,11,10,3,2,2,1,1,2,1,0,0,0,0,1
354,36,7,5,12,11,0,2,2,0,0,0,1,1,0,0
353,36,6,4,14,28,1,0,0,1,1,0,0,0,0,1
351,36,1,1,10,9,2,1,1,2,1,0,0,0,0,1
355,36,8,6,2,27,1,1,1,1,0,1,0,0,1,0
358,36,13,23,17,17,1,3,3,1,0,0,1,1,0,0
356,36,9,8,15,29,2,0,0,2,1,0,0,0,0,1
363,37,4,21,13,23,0,0,0,0,0,1,0,0,1,0
365,37,12,11,19,20,1,1,1,1,0,1,0,0,1,0
366,37,14,28,5,3,0,2,2,0,0,0,1,1,0,0
362,37,3,2,16,13,0,2,2,0,0,0,1,1,0,0
369,37,18,18,11,10,0,4,4,0,0,0,1,1,0,0
370,37,20,26,7,5,2,0,0,2,1,0,0,0,0,1
364,37,10,9,6,4,5,3,3,5,1,0,0,0,0,1
367,37,15,29,8,6,0,1,1,0,0,0,1,1,0,0
361,37,2,27,1,1,1,0,0,1,1,0,0,0,0,1
368,37,17,17,9,8,3,0,0,3,1,0,0,0,0,1
372,38,5,3,4,21,1,2,2,1,0,0,1,1,0,0
380,38,19,20,2,27,1,1,1,1,0,1,0,0,1,0
375,38,8,6,3,2,1,3,3,1,0,0,1,1,0,0
376,38,9,8,12,11,0,2,2,0,0,0,1,1,0,0
371,38,1,1,18,18,3,2,2,3,1,0,0,0,0,1
373,38,6,4,20,26,2,0,0,2,1,0,0,0,0,1
377,38,11,10,14,28,5,0,0,5,1,0,0,0,0,1
378,38,13,23,10,9,1,3,3,1,0,0,1,1,0,0
379,38,16,13,15,29,3,1,1,3,1,0,0,0,0,1
374,38,7,5,17,17,1,1,1,1,0,1,0,0,1,0
